Question de recherche,Sous-question de recherche,Groupe de population,Indicator,Sous-ensemble de donnée,Sanmatenga,Loroum,Yatenga,Mouhoun,Komonjdjari,Bam,Kossi,Gourma,Nayala,Yagha,Soum,Oudalan,Sourou,Kompienga,Banwa,Gnagna,Namentenga,Zondoma,Tapoa,Bale,Passore
Information générale,Washington Group,% ayant de la difficulté à marcher/monter des marches: Femmes de plus de 65 ans,NA,1.9,4.9,7,12.9,0,0,1.1,0,4.5,0,0,4.1,14.2,3.9,0,17.7,25,8.1,2.9,0,15,2.7
Information générale,Washington Group,% ayant de la difficulté à marcher/monter des marches: Filles de 5 à 17 ans,NA,0.8,0,0.4,0,0,0,0.1,0.2,0,1.9,0.7,0.6,0,0,0.6,0,0.3,0,0.7,0,0,0
Information générale,Washington Group,% ayant de la difficulté à marcher/monter des marches: Filles de moins de 5 ans,NA,0,0,0.8,0.1,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0
Information générale,Washington Group,% ayant de la difficulté à marcher/monter des marches: Garçons de 5 à 17 ans,NA,0.6,0.4,0.1,0.7,0.6,0.5,0.1,0,0,0,0.1,0.3,0,0.2,0.7,0.5,0,0,0,0,0,0
Information générale,Washington Group,% ayant de la difficulté à marcher/monter des marches: Garçons de moins de 5 ans,NA,0.9,0,0.2,3.5,0,0,0,0,0,0,1.4,0,0,0.7,0,0,1,0,0,0,0,0
Information générale,Washington Group,% ayant de la difficulté à marcher/monter des marches: Hommes de 18 à 64 ans,NA,0.8,0.2,0,0.6,0,0,0.4,0,0.6,0.6,0.1,0.6,0.2,0.6,0.5,0.4,0.6,1.7,0.5,0,0,3.4
Information générale,Washington Group,% ayant de la difficulté à marcher/monter des marches: Hommes de plus de 65 ans,NA,1.6,5.6,3.9,1.4,0,0,4.9,0,5.8,8.8,0,2,7.6,3,0,0,0,3.2,8.7,16.1,0,4
Information générale,Washington Group,% ayant de la difficulté à se concentrer/se souvenir: Femmes de 18 à 64 ans,NA,0,0,0.1,0,0.4,0.5,0.5,0,0.4,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0.7
Information générale,Washington Group,% ayant de la difficulté à se concentrer/se souvenir: Femmes de plus de 65 ans,NA,0,0,0,0.3,0,0,2.9,0,0,3.9,0,0,0,0,0,0,0,0,0,2.8,0,0
Information générale,Washington Group,% ayant de la difficulté à se concentrer/se souvenir: Filles de 5 à 17 ans,NA,0,0,0.6,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0,0.4,0,1.9,0.3,0,0.5
Information générale,Washington Group,% ayant de la difficulté à se concentrer/se souvenir: Filles de moins de 5 ans,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Information générale,Washington Group,% ayant de la difficulté à se concentrer/se souvenir: Garçons de 5 à 17 ans,NA,0,0,0,0.4,0,0.5,0,0,0,0,0.5,0,0.1,0,0,0,0.4,0,0,0,0,0.5
Information générale,Washington Group,% ayant de la difficulté à se concentrer/se souvenir: Garçons de moins de 5 ans,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Information générale,Washington Group,% ayant de la difficulté à se concentrer/se souvenir: Hommes de 18 à 64 ans,NA,0,0.2,0.5,0,0,0,0,0,0,0,0.8,0,0,0,0.6,0,0,0.4,0.9,0.4,0,0.3
Information générale,Washington Group,% ayant de la difficulté à se concentrer/se souvenir: Hommes de plus de 65 ans,NA,0,1.4,0,0.1,0,0,0,0,0,4.1,0,0,0,0,0,0,4.1,0,4,0,0,1.6
Information générale,Washington Group,% n'arrivant pas à prendre soin d’eux-mêmes: Femmes de 18 à 64 ans,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
Information générale,Washington Group,% n'arrivant pas à prendre soin d’eux-mêmes: Femmes de plus de 65 ans,NA,0,9,0,2,6,0,3,0,11,4,10,6,1,4,0,0,17,7,0,0,0,0
Information générale,Washington Group,% n'arrivant pas à prendre soin d’eux-mêmes: Filles de 5 à 17 ans,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0
Information générale,Washington Group,% n'arrivant pas à prendre soin d’eux-mêmes: Filles de moins de 5 ans,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Information générale,Washington Group,% n'arrivant pas à prendre soin d’eux-mêmes: Garçons de 5 à 17 ans,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Information générale,Washington Group,% n'arrivant pas à prendre soin d’eux-mêmes: Garçons de moins de 5 ans,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Information générale,Washington Group,% n'arrivant pas à prendre soin d’eux-mêmes: Hommes de 18 à 64 ans,NA,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Information générale,Washington Group,% n'arrivant pas à prendre soin d’eux-mêmes: Hommes de plus de 65 ans,NA,0,4,0,0,0,0,4,0,6,9,0,2,0,0,0,0,0,2,2,0,0,0
Information générale,Washington Group,Au moins une personne ayant des difficulté à marcher (Washington Group): N'y parvient par du tout,NA,1,1,1,4,NA,NA,1,NA,1,0,2,1,NA,NA,NA,1,NA,0,1,NA,0,NA
Information générale,Washington Group,Au moins une personne ayant des difficulté à marcher (Washington Group): Non aucune difficulté,NA,89,86,86,78,86,92,89,94,90,82,87,82,90,88,85,86,86,76,69,90,89,70
Information générale,Washington Group,Au moins une personne ayant des difficulté à marcher (Washington Group): Oui beaucoup de difficultés,NA,4,3,4,5,1,1,1,1,2,5,1,4,3,4,3,2,5,7,5,1,1,9
Information générale,Washington Group,Au moins une personne ayant des difficulté à marcher (Washington Group): Oui quelques difficultés,NA,7,10,9,14,13,7,9,5,7,13,9,13,7,9,12,11,10,18,25,9,10,21
Information générale,Washington Group,Au moins une personne ayant des difficultés à prendre soin d’elle-même (Washington Group): N'y parvient par du tout,NA,0,1,NA,0,1,NA,1,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Information générale,Washington Group,Au moins une personne ayant des difficultés à prendre soin d’elle-même (Washington Group): Non aucune difficulté,NA,96,90,93,95,96,97,93,91,92,95,90,91,95,90,93,94,96,91,93,94,98,94
Information générale,Washington Group,Au moins une personne ayant des difficultés à prendre soin d’elle-même (Washington Group): Oui beaucoup de difficultés,NA,NA,4,0,1,1,2,1,0,2,1,2,3,0,3,1,1,3,2,1,3,NA,2
Information générale,Washington Group,Au moins une personne ayant des difficultés à prendre soin d’elle-même (Washington Group): Oui quelques difficultés,NA,4,5,7,4,2,2,5,8,4,4,6,5,5,8,6,5,1,7,6,3,2,3
Information générale,Washington Group,Au moins une personne ayant des difficultés à voir (Washington Group): N'y parvient par du tout,NA,0,2,1,1,1,NA,4,NA,NA,NA,0,1,0,0,1,NA,NA,1,NA,NA,NA,1
Information générale,Washington Group,Au moins une personne ayant des difficultés à voir (Washington Group): Non aucune difficulté,NA,91,87,85,80,83,94,88,95,83,78,94,88,83,85,85,90,92,81,75,88,83,72
Information générale,Washington Group,Au moins une personne ayant des difficultés à voir (Washington Group): Oui beaucoup de difficultés,NA,2,3,1,2,1,2,0,0,4,3,1,2,3,2,NA,3,2,6,3,2,1,2
Information générale,Washington Group,Au moins une personne ayant des difficultés à voir (Washington Group): Oui quelques difficultés,NA,7,9,13,17,16,4,8,5,13,20,5,9,14,13,14,7,6,12,22,10,16,25
Information générale,Washington Group,Au moins une personne ayant des difficultés pour communiquer (Washington Group): N'y parvient par du tout,NA,NA,1,0,0,NA,NA,1,NA,2,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,NA,0
Information générale,Washington Group,Au moins une personne ayant des difficultés pour communiquer (Washington Group): Non aucune difficulté,NA,92,95,95,89,96,99,99,99,93,93,97,94,94,98,96,99,96,95,90,97,98,88
Information générale,Washington Group,Au moins une personne ayant des difficultés pour communiquer (Washington Group): Oui beaucoup de difficultés,NA,1,1,1,3,1,NA,NA,NA,1,NA,1,0,1,0,0,NA,NA,NA,5,0,1,3
Information générale,Washington Group,Au moins une personne ayant des difficultés pour communiquer (Washington Group): Oui quelques difficultés,NA,6,3,3,7,3,1,0,1,4,7,2,6,4,2,4,1,4,5,5,3,1,9
Information générale,Washington Group,Au moins une personne ayant des difficultés pour entendre (Washington Group): N'y parvient par du tout,NA,1,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,NA,NA,0,NA,NA
Information générale,Washington Group,Au moins une personne ayant des difficultés pour entendre (Washington Group): Non aucune difficulté,NA,93,89,90,81,93,96,95,91,89,78,92,89,92,91,94,97,93,86,82,84,94,79
Information générale,Washington Group,Au moins une personne ayant des difficultés pour entendre (Washington Group): Oui beaucoup de difficultés,NA,1,2,2,4,2,1,1,1,2,2,3,1,0,3,2,NA,1,2,2,3,1,9
Information générale,Washington Group,Au moins une personne ayant des difficultés pour entendre (Washington Group): Oui quelques difficultés,NA,6,9,8,15,4,3,4,8,8,19,5,9,7,6,4,3,7,11,16,13,5,12
Information générale,Washington Group,Au moins une personne ayant des difficultés pour se concentrer (Washington Group): N'y parvient par du tout,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Information générale,Washington Group,Au moins une personne ayant des difficultés pour se concentrer (Washington Group): Non aucune difficulté,NA,95,96,90,91,93,92,96,98,91,92,95,91,97,98,88,98,94,93,89,86,99,76
Information générale,Washington Group,Au moins une personne ayant des difficultés pour se concentrer (Washington Group): Oui beaucoup de difficultés,NA,NA,1,2,1,1,2,1,0,1,0,NA,NA,NA,NA,1,NA,2,1,3,3,NA,4
Information générale,Washington Group,Au moins une personne ayant des difficultés pour se concentrer (Washington Group): Oui quelques difficultés,NA,5,4,8,8,6,6,2,2,8,7,3,9,3,2,11,2,5,6,8,11,1,19
Information générale,Washington Group,Nombre de personnes ayant des difficultés à entendre (Washington Group),Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Information générale,Washington Group,Nombre de personnes ayant des difficultés à marcher (Washington Group),Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Information générale,Washington Group,Nombre de personnes ayant des difficultés pour communiquer (Washington Group),Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Information générale,Washington Group,Nombre de personnes ayant des difficultés pour se concentrer (Washington Group),Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Information générale,Washington Group,Nombre de personnes ayant du mal à prendre soin d’elles-mêmes (Washington Group),Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Education,Scolarisation,Pourcentage Aucune instruction: Enfants de 13 à 17 ans,NA,45,27,42,27,11,55,19,24,21,12,38,53,32,34,30,31,39,30,20,22,18,20
Education,Scolarisation,Pourcentage Aucune instruction: Enfants de 3 à 5 ans,NA,90,84,96,91,60,96,79,80,90,63,91,92,83,66,92,61,93,76,94,89,74,91
Education,Scolarisation,Pourcentage Aucune instruction: Enfants de 6 à 12 ans,NA,41,31,55,30,20,60,30,23,31,13,46,54,37,39,35,24,50,28,21,30,19,17
Education,Scolarisation,Pourcentage Aucune instruction: Filles de 13 à 17 ans,NA,48,27,44,29,18,51,21,29,28,4,55,56,36,38,32,35,41,35,19,23,19,18
Education,Scolarisation,Pourcentage Aucune instruction: Filles de 3 à 5 ans,NA,93,86,98,90,52,96,82,72,86,53,92,90,85,69,91,57,98,73,96,92,71,94
Education,Scolarisation,Pourcentage Aucune instruction: Filles de 6 à 12 ans,NA,43,34,58,36,22,63,34,25,35,17,46,53,39,37,37,29,50,32,16,30,21,21
Education,Scolarisation,Pourcentage Aucune instruction: Garçons de 13 à 17 ans,NA,42,27,40,24,6,58,18,20,11,20,27,51,29,32,27,26,37,24,22,21,17,23
Education,Scolarisation,Pourcentage Aucune instruction: Garçons de 3 à 5 ans,NA,86,83,95,93,66,95,75,88,94,72,90,94,81,64,94,66,88,79,91,86,76,86
Education,Scolarisation,Pourcentage Aucune instruction: Garçons de 6 à 12 ans,NA,39,29,52,24,17,57,26,22,27,9,45,54,36,41,32,20,50,24,26,31,18,14
Education,Scolarisation,Pourcentage des enfants non scolarisés,NA,54,43,48,39,24,55,41,37,37,25,53,66,57,35,44,29,49,48,37,38,35,26
Education,Scolarisation,Pourcentage des enfants scolarisés,NA,36,43,38,52,57,28,51,56,53,67,35,20,31,46,47,53,39,44,59,55,56,69
Education,Scolarisation,Pourcentage Éducation formelle: Enfants de 13 à 17 ans,NA,43,51,56,65,79,42,74,67,76,86,52,30,42,58,61,65,55,60,78,73,66,79
Education,Scolarisation,Pourcentage Éducation formelle: Enfants de 3 à 5 ans,NA,6,7,3,4,2,3,7,3,6,7,7,2,7,4,3,6,2,1,4,9,2,9
Education,Scolarisation,Pourcentage Éducation formelle: Enfants de 6 à 12 ans,NA,50,56,44,67,71,34,62,70,66,83,42,26,39,55,57,70,48,63,75,68,72,81
Education,Scolarisation,Pourcentage Éducation formelle: Filles de 13 à 17 ans,NA,48,49,55,65,75,44,74,58,67,94,44,28,36,59,58,61,56,61,81,69,67,82
Education,Scolarisation,Pourcentage Éducation formelle: Filles de 3 à 5 ans,NA,3,6,1,6,3,4,6,2,9,10,6,2,8,4,2,5,1,1,2,7,5,6
Education,Scolarisation,Pourcentage Éducation formelle: Filles de 6 à 12 ans,NA,50,54,41,63,70,31,59,70,63,78,42,29,38,59,53,66,48,62,82,69,69,78
Education,Scolarisation,Pourcentage Éducation formelle: Garçons de 13 à 17 ans,NA,38,53,58,65,82,40,74,75,89,79,58,31,48,58,62,69,55,60,75,76,66,76
Education,Scolarisation,Pourcentage Éducation formelle: Garçons de 3 à 5 ans,NA,9,9,5,3,2,3,9,5,3,4,8,1,6,4,3,7,4,2,6,11,0,14
Education,Scolarisation,Pourcentage Éducation formelle: Garçons de 6 à 12 ans,NA,50,57,46,71,71,38,66,70,69,87,42,23,40,53,62,73,47,63,69,67,75,84
Education,Scolarisation,Pourcentage Éducation informelle: Enfants de 13 à 17 ans,NA,9,5,1,8,2,2,4,7,0,0,3,13,11,2,2,1,1,6,1,2,6,0
Education,Scolarisation,Pourcentage Éducation informelle: Enfants de 3 à 5 ans,NA,3,7,0,1,2,0,14,7,2,8,0,7,7,2,0,0,4,22,1,1,4,0
Education,Scolarisation,Pourcentage Éducation informelle: Enfants de 6 à 12 ans,NA,7,5,1,2,2,3,6,2,1,3,4,13,10,0,4,1,0,8,2,0,5,2
Education,Scolarisation,Pourcentage Éducation informelle: Filles de 13 à 17 ans,NA,4,6,1,6,0,2,4,11,0,0,0,14,13,2,0,1,0,4,0,2,0,0
Education,Scolarisation,Pourcentage Éducation informelle: Filles de 3 à 5 ans,NA,2,6,0,2,0,0,12,15,3,14,0,8,6,3,0,0,1,26,0,1,2,0
Education,Scolarisation,Pourcentage Éducation informelle: Filles de 6 à 12 ans,NA,6,5,1,0,0,3,6,1,0,5,5,11,8,0,6,0,0,5,2,0,8,2
Education,Scolarisation,Pourcentage Éducation informelle: Garçons de 13 à 17 ans,NA,14,4,1,10,3,1,3,4,0,0,4,12,10,2,3,2,2,8,3,1,11,0
Education,Scolarisation,Pourcentage Éducation informelle: Garçons de 3 à 5 ans,NA,4,7,0,1,3,0,16,0,2,4,0,5,8,0,0,0,6,19,2,1,5,0
Education,Scolarisation,Pourcentage Éducation informelle: Garçons de 6 à 12 ans,NA,9,6,1,4,3,4,6,3,3,2,3,15,12,0,2,1,0,11,3,0,2,2
Education,Scolarisation,Pourcentage Éducation non formelle: Enfants de 13 à 17 ans,NA,1,3,0,0,2,1,2,1,3,2,7,3,9,0,8,0,4,1,0,4,7,0
Education,Scolarisation,Pourcentage Éducation non formelle: Enfants de 3 à 5 ans,NA,0,0,0,0,1,1,0,0,1,1,2,0,3,0,3,0,1,0,0,1,1,0
Education,Scolarisation,Pourcentage Éducation non formelle: Enfants de 6 à 12 ans,NA,1,0,0,0,0,2,0,3,1,0,7,2,8,0,4,0,1,0,0,2,1,0
Education,Scolarisation,Pourcentage Éducation non formelle: Filles de 13 à 17 ans,NA,0,2,0,0,0,2,1,1,5,2,0,2,10,0,9,0,3,0,1,6,10,0
Education,Scolarisation,Pourcentage Éducation non formelle: Filles de 3 à 5 ans,NA,0,0,0,0,0,0,0,0,1,1,2,0,0,0,5,0,0,0,0,0,0,0
Education,Scolarisation,Pourcentage Éducation non formelle: Filles de 6 à 12 ans,NA,0,0,0,0,0,2,0,0,1,0,5,2,10,0,4,0,1,0,0,1,2,0
Education,Scolarisation,Pourcentage Éducation non formelle: Garçons de 13 à 17 ans,NA,3,3,0,1,3,0,3,1,0,1,11,3,7,0,7,0,4,3,0,2,5,0
Education,Scolarisation,Pourcentage Éducation non formelle: Garçons de 3 à 5 ans,NA,0,0,0,0,2,2,0,0,1,0,2,0,5,0,0,0,2,0,0,2,1,0
Education,Scolarisation,Pourcentage Éducation non formelle: Garçons de 6 à 12 ans,NA,1,0,0,0,0,2,0,5,1,0,9,3,7,0,3,0,2,0,1,2,0,0
Education,Barrières,Barrières à l’éducation: Aucune barrière,Sous-ensemble de donnée,47,44,40,29,39,20,73,44,46,63,22,15,20,44,24,34,58,62,19,39,33,20
Education,Barrières,Barrières à l’éducation: Autre,Sous-ensemble de donnée,18,6,11,25,21,11,2,17,19,19,16,15,16,4,8,18,6,7,34,19,36,32
Education,Barrières,"Barrières à l’éducation: Des groupes armés occupent l'école (militaires, G)groupes armés non étatiques",Sous-ensemble de donnée,6,NA,NA,0,NA,NA,NA,NA,0,NA,1,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA
Education,Barrières,Barrières à l’éducation: Il n'y a pas suffisamment d'enseignants,Sous-ensemble de donnée,1,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,3
Education,Barrières,Barrières à l’éducation: Je ne sais pas,Sous-ensemble de donnée,1,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA
Education,Barrières,Barrières à l’éducation: Je préfère ne pas répondre,Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Education,Barrières,Barrières à l’éducation: L'école n'est pas fonctionnelle (destruction),Sous-ensemble de donnée,6,12,23,4,NA,24,3,0,11,NA,4,23,25,4,24,NA,7,1,NA,13,NA,NA
Education,Barrières,Barrières à l’éducation: L'école n'est pas une priorité,Sous-ensemble de donnée,1,NA,1,7,NA,2,NA,2,0,NA,2,3,0,1,5,1,NA,1,6,1,5,5
Education,Barrières,Barrières à l’éducation: L'école ne dispose pas de latrine adéquate (latrine non fonctionnelle ou pas de latrine du tout),Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Education,Barrières,Barrières à l’éducation: L'école se situe trop loin,Sous-ensemble de donnée,0,2,NA,1,NA,2,1,NA,0,3,1,1,3,NA,6,6,6,0,1,2,NA,1
Education,Barrières,Barrières à l’éducation: L'enfant ne parle pas la langue d'enseignement,Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Education,Barrières,Barrières à l’éducation: L'enfant s'est marié avant la fin du cycle scolaire,Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Education,Barrières,Barrières à l’éducation: L'insécurité sur le trajet de l'école,Sous-ensemble de donnée,3,0,8,3,NA,2,NA,2,NA,NA,7,6,2,6,0,NA,NA,NA,NA,NA,NA,NA
Education,Barrières,"Barrières à l’éducation: L'insécurité, nos enfants risquent d'être enlevés",Sous-ensemble de donnée,7,0,9,6,NA,16,NA,3,4,NA,27,21,18,22,4,1,1,0,5,10,NA,NA
Education,Barrières,Barrières à l’éducation: Le mode de vie nomade ne permet pas une fréquentation régulière,Sous-ensemble de donnée,1,1,0,0,NA,1,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Education,Barrières,Barrières à l’éducation: Le ou les enfants sont porteurs d'un handicap que l'école ne peut pas prendre en charge,Sous-ensemble de donnée,1,1,NA,NA,NA,NA,NA,0,NA,1,1,NA,1,1,3,3,NA,NA,2,NA,NA,2
Education,Barrières,Barrières à l’éducation: Les classes de l'école sont pleines et ne peuvent accueillir plus d'élèves,Sous-ensemble de donnée,0,0,1,0,8,NA,1,2,NA,NA,1,0,0,1,1,1,NA,0,5,NA,NA,3
Education,Barrières,Barrières à l’éducation: Les enfants doivent mendier,Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Education,Barrières,Barrières à l’éducation: Les enfants doivent travailler à la maison (corvée),Sous-ensemble de donnée,NA,1,NA,NA,NA,0,NA,2,1,NA,0,0,1,1,3,4,1,NA,NA,1,NA,1
Education,Barrières,Barrières à l’éducation: Les enfants doivent travailler aux champs pendant la saison des plantations ou récoltes.,Sous-ensemble de donnée,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,2,NA,2,NA,1
Education,Barrières,Barrières à l’éducation: Les enfants ont été hors de l'école trop longtemps pour y retourner,Sous-ensemble de donnée,NA,1,1,1,1,1,1,12,NA,1,5,0,NA,1,NA,4,4,0,NA,NA,2,NA
Education,Barrières,Barrières à l’éducation: Les enfants travaille en dehors de la maison,Sous-ensemble de donnée,0,NA,NA,NA,NA,NA,NA,NA,0,NA,3,NA,2,NA,NA,3,NA,NA,1,NA,2,NA
Education,Barrières,Barrières à l’éducation: Ne peux pas assumer les frais de scolarité,Sous-ensemble de donnée,6,31,5,24,29,19,20,12,18,14,8,9,8,9,22,23,17,26,28,13,21,32
Education,Barrières,Barrières à l’éducation: Nous ne sommes pas d'accord avec les enseignements de l'école,Sous-ensemble de donnée,1,NA,NA,2,NA,NA,NA,1,NA,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA
BNA/Abri,Abri,Abri adapté: Je ne sais pas / préfère ne pas répondre,Sous-ensemble de donnée,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BNA/Abri,Abri,Abri adapté: Non,Sous-ensemble de donnée,53,43,51,40,41,84,58,78,62,51,28,49,66,30,50,35,32,48,41,58,62,48
BNA/Abri,Abri,Abri adapté: Oui,Sous-ensemble de donnée,47,55,49,60,59,16,42,22,38,49,72,51,34,70,50,65,68,52,59,42,38,52
BNA/Abri,Abri,Conditions adéquates pour auto-isolement: Je ne sais pas / préfère ne pas répondre,Sous-ensemble de donnée,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BNA/Abri,Abri,Conditions adéquates pour auto-isolement: Non,Sous-ensemble de donnée,94,89,83,79,87,98,93,83,96,84,98,96,98,89,98,80,98,88,85,100,94,91
BNA/Abri,Abri,Conditions adéquates pour auto-isolement: Oui,Sous-ensemble de donnée,6,10,17,21,10,2,7,17,4,16,2,4,2,11,2,20,2,12,15,0,6,9
BNA/Abri,Abri,"État abri: Bon état - porte, fenêtre et toit en bon état",Sous-ensemble de donnée,67,82,72,90,84,78,85,82,71,79,48,71,61,80,67,92,73,77,89,71,78,84
BNA/Abri,Abri,État abri: Complètement détruit,Sous-ensemble de donnée,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,1,0,NA,1,NA,NA,NA,1,3,NA
BNA/Abri,Abri,"État abri: Dégâts lourd - plus de portes, fenêtre et toit",Sous-ensemble de donnée,1,1,NA,NA,NA,1,2,0,4,0,5,NA,1,2,4,NA,10,0,NA,3,0,NA
BNA/Abri,Abri,État abri: Endommagé - pas de portes ou fenêtre mais présence de toit,Sous-ensemble de donnée,31,17,28,10,16,21,13,17,25,20,47,29,37,19,30,8,17,23,11,25,19,16
BNA/Abri,Abri,Problème abri: Aucun problème,Sous-ensemble de donnée,15,27,34,40,48,31,28,39,21,22,10,15,11,36,29,52,18,20,34,22,35,10
BNA/Abri,Abri,Problème abri: Autre,Sous-ensemble de donnée,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
